sale_id,date,month,weekday,branch_id,branch_name,department,product_id,product_name,category,unit_price,discount,final_price,quantity,total,payment_method,customer_id,cost_usd,margin_usd,margin_total,margin_pct,budget_usd,variance,achievement_pct,status,total_payroll,headcount,revenue_per_employee,payroll_ratio,efficiency_status,target_category,investment_usd,roi_pct_adjusted,num_campaigns
462,2024-03-21,3,Thursday,2,Santa Ana,Santa Ana,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,15,7.5,Cash,491,0.25,0.25,3.75,50.0,19200,-5584.200000000003,0.70915625,🟡 At Risk,1630,3,4538.599999999999,0.11971386183698353,🟡 Medium,Traditional Food,1950,0.531975128205128,3
463,2024-12-18,12,Wednesday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.1,1.08,5,5.4,Cash,448,0.65,0.5499999999999999,2.7499999999999996,45.83333333333333,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Groceries,350,2.290714285714286,1
464,2024-12-01,12,Sunday,2,Santa Ana,Santa Ana,9,Camisa guayabera,Clothing,18.0,0.0,18.0,12,216.0,Cash,341,9.0,9.0,108.0,50.0,19200,-5584.200000000003,0.70915625,🟡 At Risk,1630,3,4538.599999999999,0.11971386183698353,🟡 Medium,Clothing,400,0.89325,1
465,2024-07-21,7,Sunday,1,San Salvador Centro,San Salvador,6,Kolachampán,Beverages,0.75,0.1,0.68,10,6.8,Debit card,120,0.35,0.4,4.0,53.333333333333336,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Beverages,500,1.2037333333333333,2
466,2024-12-26,12,Thursday,2,Santa Ana,Santa Ana,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,4,4.8,Cash,40,0.65,0.5499999999999999,2.1999999999999997,45.83333333333333,19200,-5584.200000000003,0.70915625,🟡 At Risk,1630,3,4538.599999999999,0.11971386183698353,🟡 Medium,Groceries,350,2.290714285714286,1
467,2024-09-22,9,Sunday,4,Soyapango,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,15,15.0,Cash,176,0.45,0.55,8.25,55.00000000000001,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Beverages,500,1.2037333333333333,2
468,2024-12-21,12,Saturday,7,La Libertad,La Libertad,4,Yuca frita,Traditional Food,2.5,0.0,2.5,5,12.5,Cash,197,1.2,1.3,6.5,52.0,16800,-6134.490000000002,0.634851785714286,🔴 Below Target,1630,3,3555.1699999999996,0.15282907240253868,🔴 Low,Traditional Food,1950,0.531975128205128,3
469,2024-02-22,2,Thursday,2,Santa Ana,Santa Ana,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,11,11.0,Credit card,71,0.55,0.44999999999999996,4.949999999999999,44.99999999999999,19200,-5584.200000000003,0.70915625,🟡 At Risk,1630,3,4538.599999999999,0.11971386183698353,🟡 Medium,Traditional Food,1950,0.531975128205128,3
470,2024-11-24,11,Sunday,3,San Miguel,San Miguel,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,5,14.0,Debit card,5,1.8,0.9999999999999998,4.999999999999999,35.71428571428571,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Groceries,350,2.290714285714286,1
471,2024-06-28,6,Friday,8,Chalatenango,Chalatenango,6,Kolachampán,Beverages,0.75,0.1,0.68,7,4.76,Debit card,471,0.35,0.4,2.8000000000000003,53.333333333333336,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Beverages,500,1.2037333333333333,2
472,2024-04-21,4,Sunday,8,Chalatenango,Chalatenango,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,3,3.6,Cash,64,0.65,0.5499999999999999,1.65,45.83333333333333,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Groceries,350,2.290714285714286,1
473,2024-08-07,8,Wednesday,6,Usulután,Usulután,13,Aceite vegetal 1L,Groceries,2.8,0.15,2.38,11,26.18,Cash,142,1.8,0.9999999999999998,10.999999999999998,35.71428571428571,16800,-4396.6900000000005,0.738292261904762,🟡 At Risk,1630,3,4134.4366666666665,0.13141653316735613,🟡 Medium,Groceries,350,2.290714285714286,1
474,2024-10-10,10,Thursday,4,Soyapango,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.05,0.95,20,19.0,Debit card,146,0.55,0.44999999999999996,9.0,44.99999999999999,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Traditional Food,1950,0.531975128205128,3
475,2024-04-15,4,Monday,5,Metrocentro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.05,0.47,17,7.99,Debit card,383,0.25,0.25,4.25,50.0,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Traditional Food,1950,0.531975128205128,3
476,2024-11-26,11,Tuesday,5,Metrocentro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.15,2.38,2,4.76,Credit card,489,1.8,0.9999999999999998,1.9999999999999996,35.71428571428571,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Groceries,350,2.290714285714286,1
477,2024-07-16,7,Tuesday,8,Chalatenango,Chalatenango,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,4,3.0,Cash,305,0.3,0.45,1.8,60.0,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Beverages,500,1.2037333333333333,2
478,2024-07-03,7,Wednesday,1,San Salvador Centro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,11,11.0,Cash,430,0.55,0.44999999999999996,4.949999999999999,44.99999999999999,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Traditional Food,1950,0.531975128205128,3
479,2024-10-06,10,Sunday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.15,1.02,6,6.12,Cash,395,0.65,0.5499999999999999,3.3,45.83333333333333,16800,-4396.6900000000005,0.738292261904762,🟡 At Risk,1630,3,4134.4366666666665,0.13141653316735613,🟡 Medium,Groceries,350,2.290714285714286,1
480,2024-10-27,10,Sunday,1,San Salvador Centro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,3,3.0,Cash,21,0.55,0.44999999999999996,1.3499999999999999,44.99999999999999,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Traditional Food,1950,0.531975128205128,3
481,2024-09-16,9,Monday,7,La Libertad,La Libertad,2,Pupusas de frijol,Traditional Food,0.5,0.1,0.45,10,4.5,Debit card,393,0.2,0.3,3.0,60.0,16800,-6134.490000000002,0.634851785714286,🔴 Below Target,1630,3,3555.1699999999996,0.15282907240253868,🔴 Low,Traditional Food,1950,0.531975128205128,3
482,2024-12-25,12,Wednesday,7,La Libertad,La Libertad,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,13,15.6,Debit card,276,0.65,0.5499999999999999,7.1499999999999995,45.83333333333333,16800,-6134.490000000002,0.634851785714286,🔴 Below Target,1630,3,3555.1699999999996,0.15282907240253868,🔴 Low,Groceries,350,2.290714285714286,1
483,2024-02-12,2,Monday,5,Metrocentro,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,10,10.0,Debit card,105,0.45,0.55,5.5,55.00000000000001,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Beverages,500,1.2037333333333333,2
484,2024-07-19,7,Friday,6,Usulután,Usulután,5,Atol de elote,Beverages,1.0,0.1,0.9,19,17.1,Credit card,333,0.45,0.55,10.450000000000001,55.00000000000001,16800,-4396.6900000000005,0.738292261904762,🟡 At Risk,1630,3,4134.4366666666665,0.13141653316735613,🟡 Medium,Beverages,500,1.2037333333333333,2
485,2024-12-23,12,Monday,5,Metrocentro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.1,0.9,14,12.6,Transfer,123,0.55,0.44999999999999996,6.299999999999999,44.99999999999999,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Traditional Food,1950,0.531975128205128,3
486,2024-02-14,2,Wednesday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,14,7.0,Cash,312,0.2,0.3,4.2,60.0,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Traditional Food,1950,0.531975128205128,3
487,2024-12-07,12,Saturday,5,Metrocentro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,6,3.0,Cash,71,0.2,0.3,1.7999999999999998,60.0,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Traditional Food,1950,0.531975128205128,3
488,2024-09-11,9,Wednesday,3,San Miguel,San Miguel,1,Pupusas de queso,Traditional Food,0.5,0.05,0.47,12,5.64,Debit card,422,0.25,0.25,3.0,50.0,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Traditional Food,1950,0.531975128205128,3
489,2024-07-09,7,Tuesday,3,San Miguel,San Miguel,9,Camisa guayabera,Clothing,18.0,0.1,16.2,5,81.0,Credit card,138,9.0,9.0,45.0,50.0,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Clothing,400,0.89325,1
490,2024-06-20,6,Thursday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,14,35.0,Debit card,135,1.2,1.3,18.2,52.0,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Traditional Food,1950,0.531975128205128,3
491,2024-08-21,8,Wednesday,8,Chalatenango,Chalatenango,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,17,17.0,Cash,440,0.55,0.44999999999999996,7.6499999999999995,44.99999999999999,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Traditional Food,1950,0.531975128205128,3
492,2024-03-21,3,Thursday,6,Usulután,Usulután,6,Kolachampán,Beverages,0.75,0.15,0.64,9,5.76,Cash,294,0.35,0.4,3.6,53.333333333333336,16800,-4396.6900000000005,0.738292261904762,🟡 At Risk,1630,3,4134.4366666666665,0.13141653316735613,🟡 Medium,Beverages,500,1.2037333333333333,2
493,2024-09-17,9,Tuesday,4,Soyapango,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,1,2.5,Credit card,7,1.2,1.3,1.3,52.0,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Traditional Food,1950,0.531975128205128,3
494,2024-08-29,8,Thursday,1,San Salvador Centro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,12,9.0,Bitcoin,92,0.3,0.45,5.4,60.0,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Beverages,500,1.2037333333333333,2
495,2024-04-24,4,Wednesday,7,La Libertad,La Libertad,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,11,5.5,Cash,369,0.2,0.3,3.3,60.0,16800,-6134.490000000002,0.634851785714286,🔴 Below Target,1630,3,3555.1699999999996,0.15282907240253868,🔴 Low,Traditional Food,1950,0.531975128205128,3
496,2024-02-09,2,Friday,5,Metrocentro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,19,152.0,Cash,345,3.5,4.5,85.5,56.25,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Handicrafts,2250,2.939564814814815,3
497,2024-04-24,4,Wednesday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,17,8.5,Transfer,36,0.2,0.3,5.1,60.0,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Traditional Food,1950,0.531975128205128,3
498,2024-06-08,6,Saturday,5,Metrocentro,San Salvador,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,11,9.9,Debit card,5,0.45,0.45,4.95,50.0,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Groceries,350,2.290714285714286,1
499,2024-05-29,5,Wednesday,4,Soyapango,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,19,193.8,Cash,319,5.5,6.5,123.5,54.166666666666664,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Handicrafts,2250,2.939564814814815,3
500,2024-07-07,7,Sunday,8,Chalatenango,Chalatenango,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,19,14.25,Transfer,398,0.3,0.45,8.55,60.0,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Beverages,500,1.2037333333333333,2
501,2024-03-18,3,Monday,4,Soyapango,San Salvador,7,Café salvadoreño,Beverages,1.5,0.0,1.5,1,1.5,Cash,278,0.65,0.85,0.85,56.666666666666664,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Beverages,500,1.2037333333333333,2
502,2024-06-20,6,Thursday,1,San Salvador Centro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,1,10.2,Debit card,435,5.5,6.5,6.5,54.166666666666664,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Handicrafts,2250,2.939564814814815,3
503,2024-04-15,4,Monday,2,Santa Ana,Santa Ana,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,17,595.0,Cash,493,18.0,17.0,289.0,48.57142857142857,19200,-5584.200000000003,0.70915625,🟡 At Risk,1630,3,4538.599999999999,0.11971386183698353,🟡 Medium,Handicrafts,2250,2.939564814814815,3
504,2024-12-30,12,Monday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,9,4.5,Cash,119,0.2,0.3,2.6999999999999997,60.0,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Traditional Food,1950,0.531975128205128,3
505,2024-12-24,12,Tuesday,7,La Libertad,La Libertad,17,Queso duro blando,Dairy,3.5,0.0,3.5,12,42.0,Transfer,44,1.8,1.7,20.4,48.57142857142857,16800,-6134.490000000002,0.634851785714286,🔴 Below Target,1630,3,3555.1699999999996,0.15282907240253868,🔴 Low,Dairy,550,1.1310733333333334,2
506,2024-11-22,11,Friday,3,San Miguel,San Miguel,4,Yuca frita,Traditional Food,2.5,0.0,2.5,13,32.5,Debit card,32,1.2,1.3,16.900000000000002,52.0,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Traditional Food,1950,0.531975128205128,3
507,2024-05-01,5,Wednesday,3,San Miguel,San Miguel,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,10,12.0,Credit card,475,0.65,0.5499999999999999,5.499999999999999,45.83333333333333,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Groceries,350,2.290714285714286,1
508,2024-06-11,6,Tuesday,6,Usulután,Usulután,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,15,42.0,Cash,484,1.8,0.9999999999999998,14.999999999999996,35.71428571428571,16800,-4396.6900000000005,0.738292261904762,🟡 At Risk,1630,3,4134.4366666666665,0.13141653316735613,🟡 Medium,Groceries,350,2.290714285714286,1
509,2024-10-26,10,Saturday,3,San Miguel,San Miguel,7,Café salvadoreño,Beverages,1.5,0.0,1.5,4,6.0,Cash,231,0.65,0.85,3.4,56.666666666666664,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Beverages,500,1.2037333333333333,2
510,2024-07-27,7,Saturday,6,Usulután,Usulután,15,Arroz blanco 1lb,Groceries,0.9,0.05,0.85,4,3.4,Cash,395,0.45,0.45,1.8,50.0,16800,-4396.6900000000005,0.738292261904762,🟡 At Risk,1630,3,4134.4366666666665,0.13141653316735613,🟡 Medium,Groceries,350,2.290714285714286,1
511,2024-06-06,6,Thursday,8,Chalatenango,Chalatenango,7,Café salvadoreño,Beverages,1.5,0.0,1.5,15,22.5,Credit card,47,0.65,0.85,12.75,56.666666666666664,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Beverages,500,1.2037333333333333,2
512,2024-12-26,12,Thursday,5,Metrocentro,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,20,15.0,Cash,439,0.35,0.4,8.0,53.333333333333336,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Beverages,500,1.2037333333333333,2
513,2024-02-16,2,Friday,3,San Miguel,San Miguel,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,8,64.0,Cash,26,3.5,4.5,36.0,56.25,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Handicrafts,2250,2.939564814814815,3
514,2024-03-30,3,Saturday,5,Metrocentro,San Salvador,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,1,35.0,Credit card,285,18.0,17.0,17.0,48.57142857142857,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Handicrafts,2250,2.939564814814815,3
515,2024-02-18,2,Sunday,4,Soyapango,San Salvador,18,Curtido en frasco,Groceries,2.0,0.0,2.0,15,30.0,Credit card,72,0.9,1.1,16.5,55.00000000000001,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Groceries,350,2.290714285714286,1
516,2024-02-01,2,Thursday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,8,20.0,Cash,206,1.2,1.3,10.4,52.0,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Traditional Food,1950,0.531975128205128,3
517,2024-10-25,10,Friday,2,Santa Ana,Santa Ana,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,19,228.0,Bitcoin,39,5.5,6.5,123.5,54.166666666666664,19200,-5584.200000000003,0.70915625,🟡 At Risk,1630,3,4538.599999999999,0.11971386183698353,🟡 Medium,Handicrafts,2250,2.939564814814815,3
518,2024-04-11,4,Thursday,2,Santa Ana,Santa Ana,1,Pupusas de queso,Traditional Food,0.5,0.15,0.42,15,6.3,Cash,464,0.25,0.25,3.75,50.0,19200,-5584.200000000003,0.70915625,🟡 At Risk,1630,3,4538.599999999999,0.11971386183698353,🟡 Medium,Traditional Food,1950,0.531975128205128,3
519,2024-01-22,1,Monday,2,Santa Ana,Santa Ana,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,15,120.0,Cash,294,3.5,4.5,67.5,56.25,19200,-5584.200000000003,0.70915625,🟡 At Risk,1630,3,4538.599999999999,0.11971386183698353,🟡 Medium,Handicrafts,2250,2.939564814814815,3
520,2024-09-11,9,Wednesday,7,La Libertad,La Libertad,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,1,1.2,Debit card,89,0.65,0.5499999999999999,0.5499999999999999,45.83333333333333,16800,-6134.490000000002,0.634851785714286,🔴 Below Target,1630,3,3555.1699999999996,0.15282907240253868,🔴 Low,Groceries,350,2.290714285714286,1
521,2024-04-05,4,Friday,4,Soyapango,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,9,108.0,Cash,77,5.5,6.5,58.5,54.166666666666664,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Handicrafts,2250,2.939564814814815,3
522,2024-11-27,11,Wednesday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,10,5.0,Cash,282,0.2,0.3,3.0,60.0,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Traditional Food,1950,0.531975128205128,3
523,2024-02-14,2,Wednesday,1,San Salvador Centro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,9,13.5,Cash,103,0.7,0.8,7.2,53.333333333333336,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Dairy,550,1.1310733333333334,2
524,2024-11-18,11,Monday,4,Soyapango,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,18,53.64,Cash,196,1.8,1.7,30.599999999999998,48.57142857142857,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Dairy,550,1.1310733333333334,2
525,2024-10-05,10,Saturday,8,Chalatenango,Chalatenango,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,16,192.0,Bitcoin,258,5.5,6.5,104.0,54.166666666666664,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Handicrafts,2250,2.939564814814815,3
526,2024-05-18,5,Saturday,7,La Libertad,La Libertad,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,6,48.0,Cash,113,3.5,4.5,27.0,56.25,16800,-6134.490000000002,0.634851785714286,🔴 Below Target,1630,3,3555.1699999999996,0.15282907240253868,🔴 Low,Handicrafts,2250,2.939564814814815,3
527,2024-01-30,1,Tuesday,5,Metrocentro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.05,0.47,16,7.52,Cash,300,0.25,0.25,4.0,50.0,20400,-7248.4400000000005,0.64468431372549,🔴 Below Target,1630,3,4383.8533333333335,0.12393966951449106,🟡 Medium,Traditional Food,1950,0.531975128205128,3
528,2024-02-21,2,Wednesday,3,San Miguel,San Miguel,8,Fresco de tamarindo,Beverages,0.75,0.1,0.68,8,5.44,Cash,274,0.3,0.45,3.6,60.0,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Beverages,500,1.2037333333333333,2
529,2024-10-21,10,Monday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,13,6.5,Bitcoin,433,0.2,0.3,3.9,60.0,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Traditional Food,1950,0.531975128205128,3
530,2024-05-01,5,Wednesday,3,San Miguel,San Miguel,6,Kolachampán,Beverages,0.75,0.0,0.75,19,14.25,Credit card,358,0.35,0.4,7.6000000000000005,53.333333333333336,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Beverages,500,1.2037333333333333,2
531,2024-12-26,12,Thursday,1,San Salvador Centro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.05,11.4,12,136.8,Debit card,289,5.5,6.5,78.0,54.166666666666664,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Handicrafts,2250,2.939564814814815,3
532,2024-10-04,10,Friday,8,Chalatenango,Chalatenango,7,Café salvadoreño,Beverages,1.5,0.0,1.5,10,15.0,Cash,47,0.65,0.85,8.5,56.666666666666664,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Beverages,500,1.2037333333333333,2
533,2024-11-04,11,Monday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,8,4.0,Debit card,1,0.2,0.3,2.4,60.0,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Traditional Food,1950,0.531975128205128,3
534,2024-03-07,3,Thursday,4,Soyapango,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.1,7.2,11,79.2,Cash,411,3.5,4.5,49.5,56.25,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Handicrafts,2250,2.939564814814815,3
535,2024-01-12,1,Friday,1,San Salvador Centro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.05,7.6,5,38.0,Debit card,73,3.5,4.5,22.5,56.25,21600,-7478.849999999997,0.653756944444444,🔴 Below Target,1630,3,4707.050000000001,0.11542969234092122,🟡 Medium,Handicrafts,2250,2.939564814814815,3
536,2024-02-07,2,Wednesday,6,Usulután,Usulután,4,Yuca frita,Traditional Food,2.5,0.1,2.25,12,27.0,Bitcoin,203,1.2,1.3,15.600000000000001,52.0,16800,-4396.6900000000005,0.738292261904762,🟡 At Risk,1630,3,4134.4366666666665,0.13141653316735613,🟡 Medium,Traditional Food,1950,0.531975128205128,3
537,2024-06-03,6,Monday,6,Usulután,Usulután,4,Yuca frita,Traditional Food,2.5,0.0,2.5,11,27.5,Transfer,375,1.2,1.3,14.3,52.0,16800,-4396.6900000000005,0.738292261904762,🟡 At Risk,1630,3,4134.4366666666665,0.13141653316735613,🟡 Medium,Traditional Food,1950,0.531975128205128,3
538,2024-11-28,11,Thursday,8,Chalatenango,Chalatenango,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,11,13.2,Debit card,288,0.65,0.5499999999999999,6.049999999999999,45.83333333333333,18000,-1665.6599999999962,0.907463333333334,🟢 On Track,1630,3,5444.780000000002,0.09978976805919307,🟢 High,Groceries,350,2.290714285714286,1
539,2024-12-06,12,Friday,4,Soyapango,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,19,193.8,Cash,158,5.5,6.5,123.5,54.166666666666664,19200,-7206.970000000003,0.624636979166666,🔴 Below Target,1630,3,3997.676666666666,0.13591227571347694,🔴 Low,Handicrafts,2250,2.939564814814815,3
540,2024-03-31,3,Sunday,3,San Miguel,San Miguel,10,Hamaca artesanal,Handicrafts,35.0,0.1,31.5,1,31.5,Bitcoin,201,18.0,17.0,17.0,48.57142857142857,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Handicrafts,2250,2.939564814814815,3
541,2024-11-04,11,Monday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.15,0.42,11,4.62,Transfer,114,0.2,0.3,3.3,60.0,18000,-6378.879999999992,0.645617777777778,🔴 Below Target,1630,3,3873.706666666669,0.14026186804714166,🔴 Low,Traditional Food,1950,0.531975128205128,3
