sale_id,date,month,weekday,branch_id,branch_name,department,product_id,product_name,category,unit_price,discount,final_price,quantity,total,payment_method,customer_id
479,2024-10-06,10,Sunday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.15,1.02,6,6.12,Cash,395
480,2024-10-27,10,Sunday,1,San Salvador Centro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,3,3.0,Cash,21
481,2024-09-16,9,Monday,7,La Libertad,La Libertad,2,Pupusas de frijol,Traditional Food,0.5,0.1,0.45,10,4.5,Debit card,393
482,2024-12-25,12,Wednesday,7,La Libertad,La Libertad,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,13,15.6,Debit card,276
483,2024-02-12,2,Monday,5,Metrocentro,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,10,10.0,Debit card,105
484,2024-07-19,7,Friday,6,Usulután,Usulután,5,Atol de elote,Beverages,1.0,0.1,0.9,19,17.1,Credit card,333
485,2024-12-23,12,Monday,5,Metrocentro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.1,0.9,14,12.6,Transfer,123
486,2024-02-14,2,Wednesday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,14,7.0,Cash,312
487,2024-12-07,12,Saturday,5,Metrocentro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,6,3.0,Cash,71
488,2024-09-11,9,Wednesday,3,San Miguel,San Miguel,1,Pupusas de queso,Traditional Food,0.5,0.05,0.47,12,5.64,Debit card,422
489,2024-07-09,7,Tuesday,3,San Miguel,San Miguel,9,Camisa guayabera,Clothing,18.0,0.1,16.2,5,81.0,Credit card,138
490,2024-06-20,6,Thursday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,14,35.0,Debit card,135
491,2024-08-21,8,Wednesday,8,Chalatenango,Chalatenango,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,17,17.0,Cash,440
492,2024-03-21,3,Thursday,6,Usulután,Usulután,6,Kolachampán,Beverages,0.75,0.15,0.64,9,5.76,Cash,294
493,2024-09-17,9,Tuesday,4,Soyapango,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,1,2.5,Credit card,7
494,2024-08-29,8,Thursday,1,San Salvador Centro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,12,9.0,Bitcoin,92
495,2024-04-24,4,Wednesday,7,La Libertad,La Libertad,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,11,5.5,Cash,369
496,2024-02-09,2,Friday,5,Metrocentro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,19,152.0,Cash,345
497,2024-04-24,4,Wednesday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,17,8.5,Transfer,36
498,2024-06-08,6,Saturday,5,Metrocentro,San Salvador,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,11,9.9,Debit card,5
499,2024-05-29,5,Wednesday,4,Soyapango,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,19,193.8,Cash,319
500,2024-07-07,7,Sunday,8,Chalatenango,Chalatenango,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,19,14.25,Transfer,398
501,2024-03-18,3,Monday,4,Soyapango,San Salvador,7,Café salvadoreño,Beverages,1.5,0.0,1.5,1,1.5,Cash,278
502,2024-06-20,6,Thursday,1,San Salvador Centro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,1,10.2,Debit card,435
503,2024-04-15,4,Monday,2,Santa Ana,Santa Ana,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,17,595.0,Cash,493
504,2024-12-30,12,Monday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,9,4.5,Cash,119
505,2024-12-24,12,Tuesday,7,La Libertad,La Libertad,17,Queso duro blando,Dairy,3.5,0.0,3.5,12,42.0,Transfer,44
506,2024-11-22,11,Friday,3,San Miguel,San Miguel,4,Yuca frita,Traditional Food,2.5,0.0,2.5,13,32.5,Debit card,32
507,2024-05-01,5,Wednesday,3,San Miguel,San Miguel,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,10,12.0,Credit card,475
508,2024-06-11,6,Tuesday,6,Usulután,Usulután,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,15,42.0,Cash,484
509,2024-10-26,10,Saturday,3,San Miguel,San Miguel,7,Café salvadoreño,Beverages,1.5,0.0,1.5,4,6.0,Cash,231
510,2024-07-27,7,Saturday,6,Usulután,Usulután,15,Arroz blanco 1lb,Groceries,0.9,0.05,0.85,4,3.4,Cash,395
511,2024-06-06,6,Thursday,8,Chalatenango,Chalatenango,7,Café salvadoreño,Beverages,1.5,0.0,1.5,15,22.5,Credit card,47
512,2024-12-26,12,Thursday,5,Metrocentro,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,20,15.0,Cash,439
513,2024-02-16,2,Friday,3,San Miguel,San Miguel,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,8,64.0,Cash,26
514,2024-03-30,3,Saturday,5,Metrocentro,San Salvador,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,1,35.0,Credit card,285
515,2024-02-18,2,Sunday,4,Soyapango,San Salvador,18,Curtido en frasco,Groceries,2.0,0.0,2.0,15,30.0,Credit card,72
516,2024-02-01,2,Thursday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,8,20.0,Cash,206
517,2024-10-25,10,Friday,2,Santa Ana,Santa Ana,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,19,228.0,Bitcoin,39
518,2024-04-11,4,Thursday,2,Santa Ana,Santa Ana,1,Pupusas de queso,Traditional Food,0.5,0.15,0.42,15,6.3,Cash,464
519,2024-01-22,1,Monday,2,Santa Ana,Santa Ana,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,15,120.0,Cash,294
520,2024-09-11,9,Wednesday,7,La Libertad,La Libertad,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,1,1.2,Debit card,89
521,2024-04-05,4,Friday,4,Soyapango,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,9,108.0,Cash,77
522,2024-11-27,11,Wednesday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,10,5.0,Cash,282
523,2024-02-14,2,Wednesday,1,San Salvador Centro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,9,13.5,Cash,103
524,2024-11-18,11,Monday,4,Soyapango,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,18,53.64,Cash,196
525,2024-10-05,10,Saturday,8,Chalatenango,Chalatenango,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,16,192.0,Bitcoin,258
526,2024-05-18,5,Saturday,7,La Libertad,La Libertad,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,6,48.0,Cash,113
527,2024-01-30,1,Tuesday,5,Metrocentro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.05,0.47,16,7.52,Cash,300
528,2024-02-21,2,Wednesday,3,San Miguel,San Miguel,8,Fresco de tamarindo,Beverages,0.75,0.1,0.68,8,5.44,Cash,274
529,2024-10-21,10,Monday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,13,6.5,Bitcoin,433
530,2024-05-01,5,Wednesday,3,San Miguel,San Miguel,6,Kolachampán,Beverages,0.75,0.0,0.75,19,14.25,Credit card,358
531,2024-12-26,12,Thursday,1,San Salvador Centro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.05,11.4,12,136.8,Debit card,289
532,2024-10-04,10,Friday,8,Chalatenango,Chalatenango,7,Café salvadoreño,Beverages,1.5,0.0,1.5,10,15.0,Cash,47
533,2024-11-04,11,Monday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,8,4.0,Debit card,1
534,2024-03-07,3,Thursday,4,Soyapango,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.1,7.2,11,79.2,Cash,411
535,2024-01-12,1,Friday,1,San Salvador Centro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.05,7.6,5,38.0,Debit card,73
536,2024-02-07,2,Wednesday,6,Usulután,Usulután,4,Yuca frita,Traditional Food,2.5,0.1,2.25,12,27.0,Bitcoin,203
537,2024-06-03,6,Monday,6,Usulután,Usulután,4,Yuca frita,Traditional Food,2.5,0.0,2.5,11,27.5,Transfer,375
538,2024-11-28,11,Thursday,8,Chalatenango,Chalatenango,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,11,13.2,Debit card,288
539,2024-12-06,12,Friday,4,Soyapango,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,19,193.8,Cash,158
540,2024-03-31,3,Sunday,3,San Miguel,San Miguel,10,Hamaca artesanal,Handicrafts,35.0,0.1,31.5,1,31.5,Bitcoin,201
541,2024-11-04,11,Monday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.15,0.42,11,4.62,Transfer,114
542,2024-03-13,3,Wednesday,8,Chalatenango,Chalatenango,4,Yuca frita,Traditional Food,2.5,0.1,2.25,11,24.75,Cash,178
543,2024-11-21,11,Thursday,3,San Miguel,San Miguel,11,Jarrito de barro,Handicrafts,8.0,0.15,6.8,3,20.4,Debit card,328
544,2024-01-06,1,Saturday,8,Chalatenango,Chalatenango,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,9,72.0,Cash,35
545,2024-02-25,2,Sunday,5,Metrocentro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,1,12.0,Cash,376
546,2024-07-30,7,Tuesday,3,San Miguel,San Miguel,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,16,19.2,Cash,193
547,2024-10-22,10,Tuesday,8,Chalatenango,Chalatenango,4,Yuca frita,Traditional Food,2.5,0.0,2.5,8,20.0,Cash,410
548,2024-01-11,1,Thursday,5,Metrocentro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,11,5.5,Transfer,38
549,2024-07-11,7,Thursday,3,San Miguel,San Miguel,11,Jarrito de barro,Handicrafts,8.0,0.1,7.2,6,43.2,Cash,483
550,2024-10-31,10,Thursday,6,Usulután,Usulután,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,20,20.0,Debit card,221
551,2024-03-21,3,Thursday,7,La Libertad,La Libertad,6,Kolachampán,Beverages,0.75,0.0,0.75,2,1.5,Cash,499
552,2024-12-22,12,Sunday,7,La Libertad,La Libertad,7,Café salvadoreño,Beverages,1.5,0.1,1.35,18,24.3,Bitcoin,277
553,2024-06-01,6,Saturday,5,Metrocentro,San Salvador,9,Camisa guayabera,Clothing,18.0,0.0,18.0,8,144.0,Cash,293
554,2024-03-19,3,Tuesday,8,Chalatenango,Chalatenango,18,Curtido en frasco,Groceries,2.0,0.0,2.0,2,4.0,Cash,45
555,2024-04-12,4,Friday,8,Chalatenango,Chalatenango,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,4,140.0,Cash,327
556,2024-08-30,8,Friday,2,Santa Ana,Santa Ana,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,4,140.0,Credit card,242
557,2024-02-16,2,Friday,5,Metrocentro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,18,27.0,Cash,454
558,2024-04-05,4,Friday,6,Usulután,Usulután,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,15,42.0,Cash,239
559,2024-05-17,5,Friday,4,Soyapango,San Salvador,9,Camisa guayabera,Clothing,18.0,0.0,18.0,19,342.0,Cash,357
560,2024-12-08,12,Sunday,2,Santa Ana,Santa Ana,4,Yuca frita,Traditional Food,2.5,0.15,2.12,12,25.44,Debit card,498
561,2024-07-17,7,Wednesday,1,San Salvador Centro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,17,12.75,Transfer,352
562,2024-08-31,8,Saturday,4,Soyapango,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,10,15.0,Cash,438
563,2024-03-02,3,Saturday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,15,7.5,Bitcoin,86
564,2024-03-05,3,Tuesday,4,Soyapango,San Salvador,7,Café salvadoreño,Beverages,1.5,0.0,1.5,2,3.0,Cash,350
565,2024-11-17,11,Sunday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.15,1.02,5,5.1,Debit card,164
566,2024-07-17,7,Wednesday,2,Santa Ana,Santa Ana,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,18,18.0,Debit card,439
567,2024-01-07,1,Sunday,8,Chalatenango,Chalatenango,9,Camisa guayabera,Clothing,18.0,0.05,17.1,20,342.0,Debit card,215
568,2024-03-17,3,Sunday,7,La Libertad,La Libertad,4,Yuca frita,Traditional Food,2.5,0.05,2.38,5,11.9,Debit card,389
569,2024-10-15,10,Tuesday,2,Santa Ana,Santa Ana,4,Yuca frita,Traditional Food,2.5,0.15,2.12,4,8.48,Cash,275
570,2024-05-15,5,Wednesday,7,La Libertad,La Libertad,12,Canasta de palma,Handicrafts,12.0,0.1,10.8,13,140.4,Cash,312
571,2024-03-29,3,Friday,1,San Salvador Centro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,9,13.5,Cash,312
572,2024-07-21,7,Sunday,1,San Salvador Centro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,11,27.72,Cash,382
573,2024-07-09,7,Tuesday,5,Metrocentro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,1,1.5,Credit card,156
574,2024-09-08,9,Sunday,5,Metrocentro,San Salvador,10,Hamaca artesanal,Handicrafts,35.0,0.15,29.75,4,119.0,Cash,154
575,2024-05-17,5,Friday,6,Usulután,Usulután,15,Arroz blanco 1lb,Groceries,0.9,0.05,0.85,14,11.9,Debit card,97
576,2024-07-27,7,Saturday,4,Soyapango,San Salvador,15,Arroz blanco 1lb,Groceries,0.9,0.15,0.77,16,12.32,Debit card,192
577,2024-02-03,2,Saturday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.1,0.45,10,4.5,Debit card,70
578,2024-03-29,3,Friday,1,San Salvador Centro,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,7,20.86,Cash,30
579,2024-08-21,8,Wednesday,1,San Salvador Centro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,2,1.5,Debit card,141
580,2024-09-15,9,Sunday,8,Chalatenango,Chalatenango,12,Canasta de palma,Handicrafts,12.0,0.1,10.8,13,140.4,Bitcoin,349
581,2024-07-09,7,Tuesday,4,Soyapango,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.05,0.47,16,7.52,Cash,492
582,2024-06-25,6,Tuesday,6,Usulután,Usulután,16,Crema salvadoreña,Dairy,1.5,0.15,1.27,6,7.62,Credit card,384
583,2024-01-15,1,Monday,5,Metrocentro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,13,13.0,Cash,293
584,2024-11-27,11,Wednesday,4,Soyapango,San Salvador,7,Café salvadoreño,Beverages,1.5,0.1,1.35,8,10.8,Cash,334
585,2024-12-15,12,Sunday,1,San Salvador Centro,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,1,1.2,Bitcoin,332
586,2024-04-24,4,Wednesday,1,San Salvador Centro,San Salvador,6,Kolachampán,Beverages,0.75,0.05,0.71,9,6.39,Credit card,157
587,2024-07-11,7,Thursday,7,La Libertad,La Libertad,9,Camisa guayabera,Clothing,18.0,0.0,18.0,12,216.0,Cash,239
588,2024-10-26,10,Saturday,7,La Libertad,La Libertad,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,4,140.0,Debit card,340
589,2024-06-01,6,Saturday,5,Metrocentro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,4,48.0,Cash,142
590,2024-05-13,5,Monday,5,Metrocentro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,10,80.0,Cash,392
591,2024-11-03,11,Sunday,1,San Salvador Centro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.1,0.68,13,8.84,Cash,72
592,2024-05-31,5,Friday,8,Chalatenango,Chalatenango,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,9,4.5,Cash,378
593,2024-06-24,6,Monday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.1,0.45,8,3.6,Debit card,402
594,2024-09-16,9,Monday,6,Usulután,Usulután,16,Crema salvadoreña,Dairy,1.5,0.15,1.27,10,12.7,Cash,337
595,2024-05-30,5,Thursday,3,San Miguel,San Miguel,18,Curtido en frasco,Groceries,2.0,0.0,2.0,4,8.0,Cash,133
596,2024-12-14,12,Saturday,3,San Miguel,San Miguel,18,Curtido en frasco,Groceries,2.0,0.1,1.8,11,19.8,Cash,182
597,2024-08-03,8,Saturday,5,Metrocentro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,11,8.25,Cash,151
598,2024-08-28,8,Wednesday,2,Santa Ana,Santa Ana,15,Arroz blanco 1lb,Groceries,0.9,0.15,0.77,2,1.54,Debit card,298
599,2024-04-09,4,Tuesday,8,Chalatenango,Chalatenango,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,17,17.0,Credit card,196
600,2024-07-30,7,Tuesday,5,Metrocentro,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,2,5.96,Credit card,71
601,2024-07-28,7,Sunday,6,Usulután,Usulután,7,Café salvadoreño,Beverages,1.5,0.0,1.5,19,28.5,Cash,442
602,2024-09-06,9,Friday,2,Santa Ana,Santa Ana,6,Kolachampán,Beverages,0.75,0.1,0.68,11,7.48,Transfer,161
603,2024-08-19,8,Monday,1,San Salvador Centro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,9,4.5,Credit card,87
604,2024-02-15,2,Thursday,8,Chalatenango,Chalatenango,6,Kolachampán,Beverages,0.75,0.05,0.71,5,3.55,Cash,220
605,2024-09-01,9,Sunday,7,La Libertad,La Libertad,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,13,36.4,Cash,103
606,2024-06-13,6,Thursday,1,San Salvador Centro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,17,204.0,Cash,3
607,2024-12-21,12,Saturday,4,Soyapango,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,12,9.0,Cash,197
608,2024-03-26,3,Tuesday,5,Metrocentro,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,3,8.94,Cash,486
609,2024-09-23,9,Monday,8,Chalatenango,Chalatenango,10,Hamaca artesanal,Handicrafts,35.0,0.05,33.25,20,665.0,Cash,455
610,2024-09-07,9,Saturday,6,Usulután,Usulután,5,Atol de elote,Beverages,1.0,0.15,0.85,12,10.2,Cash,486
611,2024-04-26,4,Friday,1,San Salvador Centro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,8,20.16,Transfer,109
612,2024-03-04,3,Monday,3,San Miguel,San Miguel,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,12,5.4,Debit card,20
613,2024-09-30,9,Monday,5,Metrocentro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,20,56.0,Debit card,25
614,2024-01-25,1,Thursday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,4,10.0,Cash,64
615,2024-08-30,8,Friday,5,Metrocentro,San Salvador,18,Curtido en frasco,Groceries,2.0,0.0,2.0,5,10.0,Debit card,323
616,2024-08-03,8,Saturday,5,Metrocentro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,4,1.8,Debit card,319
617,2024-02-23,2,Friday,7,La Libertad,La Libertad,5,Atol de elote,Beverages,1.0,0.1,0.9,17,15.3,Debit card,145
618,2024-09-11,9,Wednesday,2,Santa Ana,Santa Ana,4,Yuca frita,Traditional Food,2.5,0.05,2.38,7,16.66,Cash,135
619,2024-07-02,7,Tuesday,4,Soyapango,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,14,49.0,Cash,281
620,2024-12-18,12,Wednesday,4,Soyapango,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,16,24.0,Cash,7
621,2024-10-20,10,Sunday,2,Santa Ana,Santa Ana,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,16,16.0,Bitcoin,400
622,2024-02-21,2,Wednesday,2,Santa Ana,Santa Ana,17,Queso duro blando,Dairy,3.5,0.1,3.15,9,28.35,Cash,152
623,2024-01-26,1,Friday,8,Chalatenango,Chalatenango,9,Camisa guayabera,Clothing,18.0,0.15,15.3,4,61.2,Cash,21
624,2024-12-12,12,Thursday,6,Usulután,Usulután,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,11,385.0,Debit card,49
625,2024-03-11,3,Monday,1,San Salvador Centro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,6,3.0,Cash,225
626,2024-07-09,7,Tuesday,2,Santa Ana,Santa Ana,9,Camisa guayabera,Clothing,18.0,0.0,18.0,11,198.0,Cash,205
627,2024-07-16,7,Tuesday,5,Metrocentro,San Salvador,15,Arroz blanco 1lb,Groceries,0.9,0.15,0.77,16,12.32,Cash,454
628,2024-03-08,3,Friday,2,Santa Ana,Santa Ana,6,Kolachampán,Beverages,0.75,0.15,0.64,2,1.28,Cash,214
629,2024-04-02,4,Tuesday,8,Chalatenango,Chalatenango,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,20,30.0,Credit card,314
630,2024-09-04,9,Wednesday,3,San Miguel,San Miguel,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,16,8.0,Credit card,226
631,2024-05-13,5,Monday,2,Santa Ana,Santa Ana,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,11,5.5,Debit card,348
632,2024-12-08,12,Sunday,4,Soyapango,San Salvador,17,Queso duro blando,Dairy,3.5,0.05,3.32,11,36.52,Debit card,359
633,2024-12-04,12,Wednesday,7,La Libertad,La Libertad,4,Yuca frita,Traditional Food,2.5,0.0,2.5,8,20.0,Cash,347
634,2024-10-12,10,Saturday,3,San Miguel,San Miguel,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,20,56.0,Cash,479
635,2024-09-10,9,Tuesday,8,Chalatenango,Chalatenango,6,Kolachampán,Beverages,0.75,0.0,0.75,6,4.5,Credit card,165
636,2024-05-22,5,Wednesday,6,Usulután,Usulután,8,Fresco de tamarindo,Beverages,0.75,0.05,0.71,2,1.42,Cash,330
637,2024-04-30,4,Tuesday,7,La Libertad,La Libertad,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,3,8.4,Cash,294
638,2024-09-12,9,Thursday,2,Santa Ana,Santa Ana,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,15,13.5,Cash,255
639,2024-07-25,7,Thursday,2,Santa Ana,Santa Ana,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,14,7.0,Debit card,1
640,2024-09-17,9,Tuesday,5,Metrocentro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,18,18.0,Debit card,234
641,2024-01-28,1,Sunday,6,Usulután,Usulután,11,Jarrito de barro,Handicrafts,8.0,0.15,6.8,8,54.4,Cash,287
642,2024-08-19,8,Monday,6,Usulután,Usulután,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,4,6.0,Credit card,114
643,2024-06-30,6,Sunday,6,Usulután,Usulután,1,Pupusas de queso,Traditional Food,0.5,0.05,0.47,10,4.7,Debit card,360
644,2024-03-25,3,Monday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,16,40.0,Credit card,381
645,2024-05-10,5,Friday,2,Santa Ana,Santa Ana,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,20,24.0,Cash,477
646,2024-08-22,8,Thursday,4,Soyapango,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,7,17.64,Cash,388
647,2024-11-20,11,Wednesday,1,San Salvador Centro,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,19,22.8,Credit card,231
648,2024-09-12,9,Thursday,3,San Miguel,San Miguel,15,Arroz blanco 1lb,Groceries,0.9,0.05,0.85,1,0.85,Debit card,284
649,2024-09-17,9,Tuesday,8,Chalatenango,Chalatenango,14,Frijoles rojos 1lb,Groceries,1.2,0.1,1.08,6,6.48,Debit card,375
650,2024-07-17,7,Wednesday,2,Santa Ana,Santa Ana,5,Atol de elote,Beverages,1.0,0.05,0.95,20,19.0,Credit card,259
651,2024-11-07,11,Thursday,7,La Libertad,La Libertad,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,8,22.4,Cash,176
652,2024-03-09,3,Saturday,8,Chalatenango,Chalatenango,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,5,175.0,Debit card,454
653,2024-12-25,12,Wednesday,5,Metrocentro,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,18,53.64,Cash,378
654,2024-04-12,4,Friday,4,Soyapango,San Salvador,18,Curtido en frasco,Groceries,2.0,0.05,1.9,7,13.3,Debit card,352
655,2024-12-29,12,Sunday,3,San Miguel,San Miguel,12,Canasta de palma,Handicrafts,12.0,0.05,11.4,6,68.4,Debit card,327
656,2024-06-29,6,Saturday,2,Santa Ana,Santa Ana,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,18,144.0,Debit card,483
657,2024-08-04,8,Sunday,5,Metrocentro,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.05,1.14,1,1.14,Cash,196
658,2024-12-09,12,Monday,1,San Salvador Centro,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,2,2.0,Cash,403
659,2024-12-15,12,Sunday,5,Metrocentro,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,9,6.75,Credit card,354
660,2024-10-04,10,Friday,4,Soyapango,San Salvador,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,2,70.0,Credit card,53
661,2024-11-27,11,Wednesday,4,Soyapango,San Salvador,18,Curtido en frasco,Groceries,2.0,0.0,2.0,18,36.0,Cash,402
662,2024-07-14,7,Sunday,1,San Salvador Centro,San Salvador,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,13,455.0,Transfer,500
663,2024-01-07,1,Sunday,1,San Salvador Centro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,9,72.0,Debit card,400
664,2024-11-20,11,Wednesday,4,Soyapango,San Salvador,15,Arroz blanco 1lb,Groceries,0.9,0.15,0.77,12,9.24,Debit card,379
665,2024-05-30,5,Thursday,4,Soyapango,San Salvador,7,Café salvadoreño,Beverages,1.5,0.0,1.5,15,22.5,Transfer,39
666,2024-09-20,9,Friday,3,San Miguel,San Miguel,6,Kolachampán,Beverages,0.75,0.0,0.75,4,3.0,Cash,143
667,2024-03-07,3,Thursday,5,Metrocentro,San Salvador,18,Curtido en frasco,Groceries,2.0,0.05,1.9,6,11.4,Credit card,3
668,2024-12-29,12,Sunday,8,Chalatenango,Chalatenango,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,5,40.0,Cash,166
669,2024-09-08,9,Sunday,5,Metrocentro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.05,0.47,19,8.93,Cash,402
